0,0,CAT Scale - TruckstopName,0,0,Latitude,Longitude,InterstateAddress,InterstateCity,State,InterstatePostalCode,PhoneNumber,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Wilcohess,0,0,33.1788,-87.445929,"I-59 & I-20, Exit 77",Tuscaloosa,AL,35453,205-332-155,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,30.653806,-87.759577,"I-10, Hwy 59, Exit 44",Loxley,AL,36551,251-964-2090,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,33.28134,-87.089166,"I-20 & I-59, Exit 100",Bucksville,AL,35111,205-477-9178,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Grand Bay,0,0,30.497832,-88.333352,I-10 & Exit 4,Grand Bay,AL,36541,251-865-6175,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,33.79183,-87.24297,US Hwy 78 W Exit 65,Jasper,AL,35501,205-295-1706,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Husky Truckstop,0,0,51.08067,-113.999371,2525 32nd Avenue N.E.,Calgary,ALB,T1Y6B7,403-291-1233,false,false,false,false,false,0,false,false,
0,0,CAT Scale - OTM Express Trucking,0,0,53.567102,-113.324136,Hwy 16 & Broadmoore Blvd,Sherwood Park,ALB,T8H 2B6,780-449-2059,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J / Pilot,0,0,53.567806,-113.317361,Hwy 16 Exit 400 - Broadmoor Blvd,Sherwood Park,ALB,T6P1J5,780-416-2035,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,50.948221,-113.98057,"Highway 2, Exit 240",Calgary,ALB,T2Z4V6,403-720-0904,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Nite Star Trux Wash,0,0,51.011377,-114.004017,Hwy 2 (Deerfoot ) Exit 251,Calgary,ALB,T2B3B5,403-279-4118,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,49.877358,-97.341494,TRANS-CA # 1 & Camp Manilou Road,Headingley,ALB,R4H1C5,204-832-8952,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Centers,0,0,34.781223,-92.12692,I-40 @ Galloway Road,North Little Rock,AR,72217,501-945-2226,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,33.51386,-93.94862,I-30 @ Exit 7,Texarkana,AR,71854,870-774-3595,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Ashdown Road Mart,0,0,33.663242,-94.119758,US 71 S,Ashdown,AR,71822,870-898-6034,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Jam-Mart,0,0,35.314485,-94.40093,"I-540 & Hwy 71, Exit 12",Fort Smith,AR,72903,479-646-8186,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Big Red Travel Plaza,0,0,34.25982790663554,-92.10281431674957,I-530 & Exit 34,Pine Bluff,AR,71601,870-247-0749,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,33.82879096612237,-93.39548349380493,I-30 & Exit 46,Prescott,AR,71857,870-887-1744,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,34.781587,-92.12928,"I-40 & Galloway Road, Exit 161",North Little Rock,AR,72117,501-945-3206,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Truckomat of N. Little Rock,0,0,34.779927,-92.131672,I-40 & Exit 161,N. Little Rock,AR,72117,501-945-2899,false,false,false,false,false,0,false,false,
0,0,CAT Scale - JJ's Truck Stop,0,0,34.48385,-92.72553,I-30 & Exit 106,Malvern,AR,72104,501-778-2295,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,35.28021,-93.09291,I-40 Exit 84,Russellville,AR,72802,479-967-7414,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Loves Country Store,0,0,35.154641,-90.138849,"I-40 & I-55, Exit 280",West Momphis,AR,72301,870-732-1272,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Prescott,0,0,33.812419,-93.427177,I-30 Exit 44,Prescott,AR,71857,870-887-8900,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Tobo's 66 Travel Plaza,0,0,35.997411,-94.198639,I-540 Exit 58,Fayetteville,AR,72701,479-521-2627,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,34.98665,-90.90463,I-40 & Exit 233 Hwy 261,Palestine,AR,72372,870-581-5004,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Bald Knob Travel Center,0,0,35.32349,-91.560123,142 Highway 167,Bald Knob,AR,72010,501-724-1385,false,false,false,false,false,0,false,false,
0,0,CAT Scale - White Oak Station #15,0,0,36.191388,-93.030461,4281 Highway 65 South,Harrison,AR,72601,870-743-3875,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Earle,0,0,35.13782,-90.48894,I-40 & Exit 260,Earle,AR,72331,870-657-2105,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,35.28322,-93.08878,I-40 @ Exit 84,Russellville,AR,72802,479-890-6161,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,36.17635,-94.1939,I-540 & SR 412 Exit 72,Springdale,AR,72762,479-872-6100,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center #429,0,0,35.157745,-90.138655,"I-40, Exit 280 Club Road I-55, Exit 4",W. Memphis,AR,72301,870-732-1202,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,34.608227,-92.532653,I-30 & Exit 121,Benton,AR,72015,501-794-5900,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,35.154743,-90.13539,I-40 & I-55 @ Club Road 280,W. Memphis,AR,72301,870-702-5540,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,35.153704,-90.143075,I-40 Exit 280 & I-55 Exit 4,West Memphis,AR,72301,870-735-8200,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,34.656823,-92.413852,I-30 Exit 128,Little Rock,AR,72210,501-407-0227,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,32.731271,-111.549349,I-10 Exit 208A,Eloy,AZ,85131,520-466-9204,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Tonapah,0,0,33.457752,-112.78221,I-10 & Exit 103,Tonapah,AZ,85354,623-386-6443,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Blue Beacon Truck Wash,0,0,33.461286,-112.181564,I-10 & Exit 138,Phoenix,AZ,85043,602-358-0165,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,35.016184,-110.673669,I-40 Exit 255,Winslow,AZ,86047,928-289-2081,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,33.457385,-112.274043,I-10 Exit 133A,Avondale,AZ,85323,623-936-0900,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,32.737745,-111.549501,I-10 Exit 208,Eloy,AZ,85131,520-466-7550,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,35.2389843,-111.821755,I-40 & Exit 185,Bellemont,AZ,86015,928-773-0180,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Sunmart # 640,0,0,33.624876,-114.438278,I-10 & Exit 5,Ehrenberg,AZ,85334,928-927-6568,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Barneys Auto/ Truck Plaza,0,0,32.674263,-114.444371,I-8 & Exit 12,Yuma,AZ,85366,928-342-2696,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Tucson Truck Terminal,0,0,32.127452,-110.876433,I-1O & Exit 268,Tucson,AZ,85706,520-574-0050,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,33.661265,-114.236163,"I-10 & Rte 95, Exit 17",Quartzsite,AZ,85359,928-927-7777,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Centers,0,0,34.728414,-114.314902,"I-40, Exit 9 Hwy 95",Lake Havasu City,AZ,86403,928-764-2410,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Eloy,0,0,32.772172,-111.617626,"I-8 & I-10, Exit 203",Eloy,AZ,85131,520-466-7363,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Kingman,0,0,35.190147,-114.071255,I-40 & Exit 48,Kingman,AZ,86401,928-753-7600,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Willcox,0,0,32.268526,-109.848497,I-10 Exit 340,Willcox,AZ,85643,520-384-5311,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,32.685647,-114.582789,I-8 Exit 3,Yuma,AZ,85365,928-341-9100,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,32.944252,-112.733841,I-8 Exit 115,Gila Bend,AZ,85337,928-683-2210,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Coutry Store,0,0,33.279314,-111.962232,I-10 Exit 162,Chandler,AZ,85226,520-796-1185,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,34.954597,-110.312882,I-40 Exit 277,Joseph City,AZ,86032,928-288-3726,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Center,0,0,33.461142,-112.205741,I-10 Exit 137,Phoenix,AZ,85043,623-936-1118,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,34.723568,-114.315161,I-40/ Hwy 95 Exit 9,Lake Havasu City,AZ,86404,928-764-1505,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J / Pilot,0,0,33.60221,-114.524338,I-10 Exit 1,Ehrenberg,AZ,85334,928-923-9600,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,35.220115,-114.006281,I-40 Exit 53,Kingman,AZ,86401,928-757-7300,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,31.431469,-110.962081,"I-19 & St Rte 289, Exit 12",Rio Rico,AZ,85648,520-377-0001,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,32.81225,-111.669352,I-10 Exit 200,Eloy,AZ,85131,520-836-3983,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,35.176591,-113.785949,I-40 & Blake Ranch Road Exit 66,Kingman,AZ,86401,928-681-5246,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,49.367396,-121.495532,Highway 1 & Exit 168,Hope,BC,V0X 1L2,604-860-4601,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,35.617598,-119.658797,I-5 & Hwy 46,Lost Hills,CA,93249,661-797-1800,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,32.56908,-116.95221,Hwy 905 & Piper Ranch Road,Otay Mesa,CA,92154,619-661-9558,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Barstow,0,0,34.85341,-117.08958,I-15 & Lenwood Road,Barstow,CA,92311,760-253-2922,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,34.854387,-117.080111,I-15 & Lenwood Exit,Barstow,CA,92311,760-253-7043,false,false,false,false,false,0,false,false,
0,0,CAT Scale - The Garlic Farm Center,0,0,36.985702,-121.555115,5920 Travel Park Circle,Gilroy,CA,95020,408-847-9702,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Super Stop Travel Center,0,0,32.77173,-115.556308,I-8 & CA 86,El Centro,CA,92243,760-352-0044,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Harbor Truckstop,0,0,33.789266,-118.220463,I-710 & Exit 1 Hwy PCH West,Long Beach,CA,90810,562-436-1313,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,34.408983,-117.398825,I-15 Exit 141 & US 395,Hesperia,CA,92345,760-956-2844,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,37.053715,-121.015869,ST RT 33 & 152,Los Bano,CA,95322,209-827-8025,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Rotten Robbie,0,0,37.10258,-121.014527,I-5 Exit 407 & Hwy 33 South,Santa Nells,CA,95322,209-826-4418,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Speedway Travel Center,0,0,35.063389,-118.175981,Hwy 14 & Hwy 58,Mojave,CA,93501,661-824-2800,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Wheeler Ridge,0,0,34.99383,-118.94102,I-5 @ Laval Road,Wheeler Ridge,CA,93203,661-858-2804,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Super Fine,0,0,34.2289,-118.38731,I-5 Exit 152 - Lankershim Ave,Sun Valley,CA,91352,818-767-2570,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Big B's Travel Center,0,0,35.89471,-119.27637,Hwy 99 Exit 65,Earlimart,CA,93219,661-849-2222,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Redding,0,0,40.5043,-122.335957,I-5 Exit 673 - Knighton Rd,Redding,CA,96049,530-221-4760,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Centers,0,0,33.90326,-116.546755,I-10 Exit 120 - Indian Ave,Palm Springs,CA,92258,760-329-5562,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Ontario East,0,0,34.066868,-117.552928,"I-10 Exit 57, Milliken Ave",Ontario,CA,91761,909-390-7800,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Montebello Scale,0,0,33.997218,-118.123173,"I-5, Washington Blvd.",Montebello,CA,90640,323-726-1474,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,35.614919,-119.658768,I-5 & CA 46,Lost Hills,CA,93249,661-797-2122,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,38.861676,-121.950203,"I-5 & Exit 554, Road 8",Dinnigan,CA,95937,530-724-3060,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Petro Stopping Center,0,0,39.905409,-122.194966,I-5 Exit 630 - South Ave.,Corning,CA,96021,530-824-4685,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Corning,0,0,39.90337,-122.198544,I-5 Exit 630 - South Ave.,Corning,CA,96021,530-824-4646,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Coachella,0,0,33.713799,-116.176932,I-10 Exit 143 - Dillon Road,Coachella,CA,92236,760-342-6200,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Buttonwillow,0,0,35.401843,-119.396719,I-5 & Hwy 58,Buttonwillow,CA,93206,661-764-5266,false,false,false,false,false,0,false,false,
0,0,CAT Scale - 3 B's Truckstop,0,0,38.113889,-121.395635,I-5 Exit 485 & Hwy 12,Lodi,CA,95242,209-369-6391,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Goshen Travel Plaza,0,0,36.350027,-119.428572,Hwy 99 Exit 98B - Betty Drive,Goshen,CA,93227,559-651-1006,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Bear Mountain T/S,0,0,35.2114,-119.01186,Hwy 99 Exit 13 & Hwy 223,Bakersfield,CA,93313,661-834-5733,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,37.755844,-121.144622,HWY 99 & Jack Tone Road,Ripon,CA,95366,209-599-4141,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Highway 99 Truckstop,0,0,39.066519,-121.632157,Hwy 99 - 5 miles south of Hwy 20,Yuba City,CA,95991,530-790-0588,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Speedy Fuel,0,0,34.010111,-118.1912,I-710 & Washington Exit,Commerce,CA,90023,323-266-2606,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Vanco Truck & Auto Plaza,0,0,37.936367,-121.301673,"I-5 Exit 471, Hwy 4 West",Stockton,CA,95206,209-466-0833,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Texaco,0,0,34.041024,-118.237867,I-10 & Alameda Street,Los Angeles,CA,90013,213-626-1250,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Star Mart #5,0,0,36.606286,-119.65762,Highway 99 Exit 121 - Manning Ave,Fowler,CA,93625,559-834-3634,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Ducor Handy Market,0,0,35.892483,-119.051808,Highway 65 & 23314 Ave 56,Ducor,CA,93218,559-534-2500,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Ramos Oil Co,0,0,38.464352,-121.821758,I-80 Exit 66 - Hwy 113 S,Dixon,CA,95620,707-678-1670,false,false,false,false,false,0,false,false,
0,0,CAT Scale - United Park Inc,0,0,37.097381,-120.217408,Hwy 99 Exit 167 & Avenue 24,Chowchilla,CA,93610,559-665-4146,false,false,false,false,false,0,false,false,
0,0,CAT Scale - B B Travel Center,0,0,33.612036,-114.7257779,I-10 Exit 232 Mesa Drive,Blythe,CA,92225,760-922-5109,false,false,false,false,false,0,false,false,
0,0,CAT Scale - R J Travel Center,0,0,36.44814,-119.485516,Hwy 99 Exit 106,Traver,CA,93673,559-238-3801,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,37.019288,-120.133914,Hwy 99 Exit 159 & Ave 18 1/2,Madera,CA,93637,559-673-3878,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flyers Shell #222,0,0,35.351406,-118.912723,CA 58 & CA 184 Weedpatch Hwy,Bakersfield,CA,93307,661-366-1860,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Westley Triangle Truckstop,0,0,37.543609,-121.270201,I-5 Exit 441 & McCraken Road,Westley,CA,95387,209-894-3000,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flyers Shell #229,0,0,36.706589,-119.774913,Hwy 99 Exit 130 - Jensen Ave.,Fresno,CA,93706,559-233-2141,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Truckstop 111,0,0,32.796596,-115.503601,"I-8 & Hwy 111, 1.5 Miles North",El Centro,CA,92243,760-353-3303,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Mecca Travel Center,0,0,33.570584,-116.090783,Hwy 111 & 66th Ave Exit,Mecca,CA,92254,760-396-5243,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Centers,0,0,34.494642,-118.619086,I-5 Exit 176B,Castaic,CA,91384,661-257-2800,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Fifth Wheel Truck Stop,0,0,36.680062,-119.738346,Hwy 99 & Exit 127,Fresno,CA,93725,559-485-0701,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Speedy Fuel Wilmington,0,0,33.774087,-118.25321,Alameda Str & Eubank Ave,Wilmington,CA,90748,310-830-3388,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Livingston,0,0,37.386902,-120.738946,CA 99 Exit 203,Livingston,CA,95334,209-394-4418,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,34.854495,-117.08691,I-15 & Lenwood Rd,Barstow,CA,92311,760-253-2861,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Golden Gate Petroleum,0,0,37.802341,-122.288223,5th & Adeline Street,Oakland,CA,94553,510-836-0774,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Arco Travel Zone Center,0,0,33.83981,-117.254873,I-215 & Cajalco Express,Perris,CA,92571,951-940-9200,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Rialto Travel Center,0,0,34.037209,-117.367586,I-10 Riverside Ave S (2 Mi),Rialto,CA,92376,951-683-5387,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,34.85713,-117.09292,I-15 Exit 178,Barstow,CA,92311,760-253-4080,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,36.180175,-119.330139,State Route 99 Exit 85,Tulare,CA,93274,559-686-1400,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,35.53225,-119.18804,Hwy 99 @ Merced Avenue,Bakersfield,CA,93308,661-392-5300,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,39.908798,-122.195205,I-5 & South Avenue,Corning,CA,96021,530-824-8767,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,35.12537,-118.408315,State Hwy 58 E & Exit 151,Tehachapi,CA,93561,661-823-1484,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Flying J Travel Plaza,0,0,38.118022,-121.395984,I-5 Highway 12 @ Fairfield Road,Lodi,CA,95242,209-339-4066,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Santa Nella,0,0,37.111372,-121.014331,1-5  Exit 4 & Hwy 33N,Santa Nella,CA,95322,209-826-0741,false,false,false,false,false,0,false,false,
0,0,CAT Scale - TA Ontario West,0,0,34.066647,-117.560956,"I-10, Exit 57 - Milliken Ave",Ontario,CA,91761,909-390-2525,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Centers,0,0,36.665505,-121.630233,US 101 & South San Born Road,Salinas,CA,93912,831-775-0380,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Speedy Fuel,0,0,33.784433,-118.208051,I-710 & Exit 1,Long Beach,CA,90813,562-491-1228,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Pilot Travel Center,0,0,41.399411,-122.375907,I-5 Exit 745 Vista Way,Weed,CA,96001,530-938-9600,false,false,false,false,false,0,false,false,
0,0,CAT Scale - Love's Country Store,0,0,37.111232,-121.017307,I-5 Exit 407 & Hwy 33 N,Santa Nella,CA,95322,209-827-1399,false,false,false,false,false,0,false,false,
